rank,ticker,company_name,sector,country,aggregate_score,distance_from_cutoff,num_claims,max_confidence,min_confidence,ca_claims,cagr_claims,factual_claims,structural_weight,avg_kb2_adjustment,gatekeeper_triggered,in_sector_neutral_p30,in_topn_p60,in_topn_p90
103,SYNN,Syngenta AG,Materials,SWITZERLAND,0.581,-0.076,10,0.9,0.35,5,2,3,0.0,0.0,0,N,N,N
104,CBA,Commonwealth Bank of Australia,Financials,AUSTRALIA,0.58,-0.077,8,0.7,0.3,4,4,0,0.0,-0.0364,0,N,N,N
105,CBG,Close Brothers Group plc,Financials,UNITED KINGDOM,0.58,-0.077,5,0.75,0.35,5,0,0,0.0,0.0235,0,N,N,N
106,KLAC,KLA-Tencor Corporation,Information Technology,UNITED STATES,0.58,-0.077,8,0.7,0.3,6,2,0,0.0,0,0,N,N,N
107,MPLU3,Multiplus S.A.,Consumer Discretionary,BRAZIL,0.58,-0.077,5,0.7,0.5,5,0,0,0.0,0.0,0,N,N,N
108,GKN,GKN plc,Consumer Discretionary,UNITED KINGDOM,0.5775,-0.0795,6,0.7,0.3,4,2,0,0.0,0.0,0,N,N,N
109,LLY,Eli Lilly and Company,Health Care,UNITED STATES,0.5775,-0.0795,8,0.7,0.5,6,2,0,0.0,0,0,N,N,N
110,SHW,Sherwin-Williams Company,Materials,UNITED STATES,0.577143,-0.079857,7,0.7,0.3,5,2,0,0.0,0.0,0,N,N,N
111,SRE,Sempra Energy,Utilities,UNITED STATES,0.577143,-0.079857,7,0.7,0.4,5,2,0,0.0,0.0,0,N,N,N
112,SIK,Sika AG,Materials,SWITZERLAND,0.574286,-0.082714,7,0.7,0.3,4,3,0,0.0,0,0,N,N,N
113,HSY,Hershey Company,Consumer Staples,UNITED STATES,0.572222,-0.084778,9,0.9,0.35,5,2,2,0.0,0,0,N,N,N
114,TRN,Terna S.p.A.,Utilities,ITALY,0.571429,-0.085571,7,0.8,0.4,7,0,0,0.0,0.0,0,N,N,N
115,JWN,"Nordstrom, Inc.",Consumer Discretionary,UNITED STATES,0.57125,-0.08575,8,0.7,0.5,5,3,0,0.0,-0.02,0,N,N,N
116,BFAM,"Bright Horizons Family Solutions, Inc.",Consumer Discretionary,UNITED STATES,0.571111,-0.085889,9,0.7,0.4,5,1,3,0.0,-0.05,0,N,N,N
117,PG,Procter & Gamble Company,Consumer Staples,UNITED STATES,0.570833,-0.086167,12,0.7,0.3,10,1,1,0.0,0,0,N,N,N
118,ROST,"Ross Stores, Inc.",Consumer Discretionary,UNITED STATES,0.570833,-0.086167,12,0.7,0.4,11,1,0,0.0,0,0,N,N,N
119,FTI,"FMC Technologies, Inc.",Energy,UNITED STATES,0.57,-0.087,6,0.9,0.4,3,2,1,0.0,0.0,0,N,N,N
120,CNR,Canadian National Railway Company,Industrials,CANADA,0.568,-0.089,5,0.7,0.4,4,1,0,0.0,0.0,0,N,N,N
121,KMB,Kimberly-Clark Corporation,Consumer Staples,UNITED STATES,0.5675,-0.0895,8,0.7,0.3,6,2,0,0.0,0,0,N,N,N
122,UNP,Union Pacific Corporation,Industrials,UNITED STATES,0.567143,-0.089857,7,0.8,0.3,3,1,3,0.0,0.0333,0,N,N,N
123,DSY,Dassault Systemes SA,Information Technology,FRANCE,0.567,-0.09,10,0.9,0.3,8,1,1,0.0,0.0,0,N,N,N
124,HMB,Hennes & Mauritz AB Class B,Consumer Discretionary,SWEDEN,0.567,-0.09,10,0.9,0.3,7,1,2,0.0,0.0,0,N,N,N
125,SCMN,Swisscom AG,Telecommunication Services,SWITZERLAND,0.567,-0.09,10,0.9,0.3,7,1,2,0.0,0.0,0,Y,N,N
126,RHI,Robert Half International Inc.,Industrials,UNITED STATES,0.566667,-0.090333,6,0.7,0.5,6,0,0,0.0,0.1143,0,N,N,N
127,GE,General Electric Company,Industrials,UNITED STATES,0.566,-0.091,10,0.9,0.4,6,2,2,0.0,0,0,N,N,N
128,SKY,Sky plc,Consumer Discretionary,UNITED KINGDOM,0.563636,-0.093364,11,0.7,0.5,6,2,3,0.0,0.0,0,N,N,N
129,AIR,Airbus Group SE,Industrials,FRANCE,0.5625,-0.0945,6,0.8,0.25,5,1,0,0.0,0.0,0,N,N,N
130,BATS,British American Tobacco p.l.c.,Consumer Staples,UNITED KINGDOM,0.561667,-0.095333,12,0.7,0.3,6,2,4,0.0,0.0,0,N,N,N
131,GSK,GlaxoSmithKline plc,Health Care,UNITED KINGDOM,0.56,-0.097,5,0.75,0.45,5,0,0,0.0,0.0031,0,N,N,N
132,ITW,Illinois Tool Works Inc.,Industrials,UNITED STATES,0.56,-0.097,9,0.7,0.3,7,2,0,0.0,0,0,N,N,N
133,SPG,"Simon Property Group, Inc.",Financials,UNITED STATES,0.56,-0.097,7,0.7,0.3,5,2,0,0.0,0.0,0,N,N,N
134,CA,"CA, Inc.",Information Technology,UNITED STATES,0.55875,-0.09825,8,0.9,0.3,6,1,1,0.0,0.0,0,N,N,N
135,SBNY,Signature Bank,Financials,UNITED STATES,0.55875,-0.09825,8,0.7,0.3,6,1,1,0.0,0.0,0,N,N,N
136,WAB,Westinghouse Air Brake Technologies Corporation,Industrials,UNITED STATES,0.558333,-0.098667,6,0.9,0.3,4,1,1,0.0,0,0,N,N,N
137,HOT,"Starwood Hotels & Resorts Worldwide, Inc.",Consumer Discretionary,UNITED STATES,0.557778,-0.099222,9,0.7,0.3,5,4,0,0.0,0.0,0,N,N,N
138,ADP,"Automatic Data Processing, Inc.",Information Technology,UNITED STATES,0.557143,-0.099857,7,0.7,0.3,7,0,0,0.0,-0.0571,0,N,N,N
139,ALTR,Altera Corporation,Information Technology,UNITED STATES,0.557143,-0.099857,7,0.7,0.3,7,0,0,0.0,-0.0333,1,N,N,N
140,EMC,EMC Corporation,Information Technology,UNITED STATES,0.557143,-0.099857,7,0.7,0.5,7,0,0,0.0,0.0,0,N,N,N
141,EOG,"EOG Resources, Inc.",Energy,UNITED STATES,0.557143,-0.099857,7,0.7,0.3,7,0,0,0.0,0,0,N,N,N
142,RADL3,Raia Drogasil S.A.,Consumer Staples,BRAZIL,0.554,-0.103,10,0.7,0.3,5,1,4,0.0,-0.0333,0,N,N,N
143,BKNG,Priceline Group Inc,Consumer Discretionary,UNITED STATES,0.553333,-0.103667,6,0.9,0.2,3,2,1,0.0,0.0,1,N,N,N
144,REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,UNITED STATES,0.553333,-0.103667,12,0.7,0.3,11,1,0,0.0,0,0,N,N,N
145,JNJ,Johnson & Johnson,Health Care,UNITED STATES,0.5525,-0.1045,8,0.7,0.3,6,2,0,0.0,0,0,N,N,N
146,SOL,Sasol Limited,Energy,SOUTH AFRICA,0.551364,-0.105636,11,0.7,0.3,5,4,2,0.0,0.0281,0,N,N,N
147,APTV,Delphi Automotive PLC,Consumer Discretionary,UNITED STATES,0.550833,-0.106167,6,0.65,0.45,3,3,0,0.0,0,0,N,N,N
148,0388,Hong Kong Exchanges & Clearing Ltd.,Financials,HONG KONG,0.55,-0.107,9,0.7,0.3,6,1,2,0.0,-0.0692,0,N,N,N
149,HSIC,"Henry Schein, Inc.",Health Care,UNITED STATES,0.55,-0.107,9,0.9,0.35,5,2,2,0.0,0,0,N,N,N
150,AMC,Amcor Ltd,Materials,AUSTRALIA,0.547,-0.11,10,0.9,0.3,7,1,2,0.0,0.0,0,N,N,N
151,BEI,Beiersdorf AG,Consumer Staples,GERMANY,0.547,-0.11,10,0.9,0.3,7,1,2,0.0,0.0,0,N,N,N
152,RY,Royal Bank of Canada,Financials,CANADA,0.547,-0.11,10,0.9,0.2,5,3,2,0.0,0.0,2,N,N,N
153,ABBN,ABB Ltd.,Industrials,SWITZERLAND,0.54375,-0.11325,8,0.7,0.3,6,1,1,0.0,0,0,N,N,N
154,IP,International Paper Company,Materials,UNITED STATES,0.5425,-0.1145,8,0.7,0.3,6,2,0,0.0,0,0,N,N,N
155,MCD,McDonald's Corporation,Consumer Discretionary,UNITED STATES,0.54,-0.117,5,0.7,0.3,5,0,0,0.0,0.0,0,N,N,N
156,RENT,RELX NV,Consumer Discretionary,NETHERLANDS,0.538846,-0.118154,13,0.8,0.3,5,4,4,0.0,0.0,0,N,N,N
157,GWW,"W.W. Grainger, Inc.",Industrials,UNITED STATES,0.538571,-0.118429,7,0.9,0.3,4,1,2,0.0,0,0,N,N,N
158,RB,,,,0.538571,-0.118429,7,0.7,0.3,4,3,0,0.0,0,0,N,N,N
159,STAN,Standard Chartered PLC,Financials,UNITED KINGDOM,0.538462,-0.118538,13,0.7,0.3,6,2,5,0.0,0.0,0,N,N,N
160,BIIB,Biogen Inc.,Health Care,UNITED STATES,0.538,-0.119,10,0.7,0.2,5,5,0,0.0,0,0,N,N,N
161,MDVN,"Medivation, Inc.",Health Care,UNITED STATES,0.5375,-0.1195,8,0.75,0.35,8,0,0,0.0,0.0,0,N,N,N
162,VRSK,Verisk Analytics Inc,Industrials,UNITED STATES,0.535556,-0.121444,9,0.7,0.5,5,4,0,0.0,0,0,N,N,N
163,HON,Honeywell International Inc.,Industrials,UNITED STATES,0.533333,-0.123667,6,0.7,0.5,6,0,0,0.0,0.0,1,N,N,N
164,LMT,Lockheed Martin Corporation,Industrials,UNITED STATES,0.533333,-0.123667,6,0.9,0.3,6,0,0,0.0,0.0,0,N,N,N
165,MKC,"McCormick & Company, Incorporated",Consumer Staples,UNITED STATES,0.533333,-0.123667,6,0.7,0.5,6,0,0,0.0,0.0,0,N,N,N
166,YUM,"YUM! Brands, Inc.",Consumer Discretionary,UNITED STATES,0.533333,-0.123667,6,0.7,0.3,6,0,0,0.0,0.0571,0,N,N,N
167,BMRN,BioMarin Pharmaceutical Inc.,Health Care,UNITED STATES,0.532,-0.125,10,0.7,0.3,5,5,0,0.0,0,0,N,N,N
168,CLB,Core Laboratories NV,Energy,UNITED STATES,0.531818,-0.125182,11,0.9,0.3,8,1,2,0.0,0.0,0,N,N,N
169,HD,"Home Depot, Inc.",Consumer Discretionary,UNITED STATES,0.53,-0.127,8,0.7,0.3,4,4,0,0.0,0,0,N,N,N
170,NTRS,Northern Trust Corporation,Financials,UNITED STATES,0.53,-0.127,8,0.7,0.3,6,2,0,0.0,-0.0417,1,N,N,N
171,GIL,Gildan Activewear Inc.,Consumer Discretionary,CANADA,0.528571,-0.128429,7,0.7,0.3,7,0,0,0.0,0.0,0,N,N,N
172,PM,Philip Morris International Inc.,Consumer Staples,UNITED STATES,0.525,-0.132,8,0.7,0.3,8,0,0,0.0,0.0,0,N,N,N
173,EL,Essilor International SA,Health Care,FRANCE,0.524545,-0.132455,11,0.7,0.3,9,1,1,0.0,0.0,0,N,N,N
174,VAR,"Varian Medical Systems, Inc.",Health Care,UNITED STATES,0.524286,-0.132714,7,0.7,0.4,3,1,3,0.0,0.0,0,N,N,N
175,USB,U.S. Bancorp,Financials,UNITED STATES,0.523636,-0.133364,11,0.7,0.4,10,1,0,0.0,0,0,N,N,N
176,STT,State Street Corporation,Financials,UNITED STATES,0.52125,-0.13575,8,0.7,0.3,5,3,0,0.0,0.0,0,N,N,N
177,NXT,Next plc,Consumer Discretionary,UNITED KINGDOM,0.520833,-0.136167,6,0.65,0.3,4,2,0,0.0,0.0,0,N,N,N
178,LLTC,Linear Technology Corporation,Information Technology,UNITED STATES,0.52,-0.137,10,0.7,0.3,10,0,0,0.0,0.0,0,N,N,N
179,BT_A,,,,0.518333,-0.138667,6,0.7,0.3,4,2,0,0.0,0.0,0,N,N,N
180,PEP,"PepsiCo, Inc.",Consumer Staples,UNITED STATES,0.517143,-0.139857,7,0.7,0.3,5,2,0,0.0,0,0,N,N,N
181,REL,RELX PLC,Consumer Discretionary,UNITED KINGDOM,0.514286,-0.142714,7,0.7,0.2,4,3,0,0.0,0,0,N,N,N
182,TMO,Thermo Fisher Scientific Inc.,Health Care,UNITED STATES,0.511429,-0.145571,7,0.6,0.3,3,2,2,0.0,0.0429,0,N,N,N
183,TSCO,Tractor Supply Company,Consumer Discretionary,UNITED STATES,0.51125,-0.14575,8,0.6,0.5,3,2,3,0.0,0.0357,0,N,N,N
184,SUNP,Sun Pharmaceutical Industries Limited,Health Care,INDIA,0.509167,-0.147833,12,0.7,0.3,4,4,4,0.0,-0.0182,0,N,N,N
185,HCLT,HCL Technologies Limited,Information Technology,INDIA,0.508333,-0.148667,6,0.7,0.4,4,1,1,0.0,-0.0556,0,N,N,N
186,ORCL,Oracle Corporation,Information Technology,UNITED STATES,0.508182,-0.148818,11,0.7,0.3,6,5,0,0.0,0,0,N,N,N
187,RIO,Rio Tinto Limited,Materials,AUSTRALIA,0.506667,-0.150333,9,0.7,0.3,5,4,0,0.0,-0.0231,0,N,N,N
188,035420,NAVER Corp.,Information Technology,KOREA,0.506071,-0.150929,14,0.7,0.3,6,3,5,0.0,-0.0458,0,N,N,N
189,HEN,Henkel AG & Co. KGaA,Consumer Staples,GERMANY,0.505833,-0.151167,6,0.7,0.3,3,3,0,0.0,0,0,N,N,N
190,AZM,Azimut Holding S.p.A.,Financials,ITALY,0.5,-0.157,7,0.65,0.35,7,0,0,0.0,0.0,0,N,N,N
191,BAX,Baxter International Inc.,Health Care,UNITED STATES,0.5,-0.157,7,0.7,0.3,7,0,0,0.0,0.05,0,N,N,N
192,DLTR,"Dollar Tree, Inc.",Consumer Discretionary,UNITED STATES,0.5,-0.157,7,0.7,0.3,7,0,0,0.0,0.0,0,N,N,N
193,MCO,Moody's Corporation,Financials,UNITED STATES,0.5,-0.157,7,0.7,0.3,7,0,0,0.0,0.0,0,N,N,N
194,AYI,"Acuity Brands, Inc.",Industrials,UNITED STATES,0.49625,-0.16075,8,0.7,0.3,6,2,0,0.0,0.0,0,N,N,N
195,PH,Parker-Hannifin Corporation,Industrials,UNITED STATES,0.49625,-0.16075,8,0.7,0.3,5,3,0,0.0,0,0,N,N,N
196,BAS,BASF SE,Materials,GERMANY,0.495833,-0.161167,12,0.9,0.3,9,1,2,0.0,0.0,0,N,N,N
197,WOW,Woolworths Ltd,Consumer Staples,AUSTRALIA,0.494444,-0.162556,9,0.7,0.3,7,1,1,0.0,0,0,N,N,N
198,SRG,Snam S.p.A.,Utilities,ITALY,0.49375,-0.16325,8,0.7,0.3,6,1,1,0.0,0.0,0,N,N,N
199,2454,MediaTek Inc,Information Technology,TAIWAN,0.492857,-0.164143,7,0.7,0.3,5,1,1,0.0,-0.0727,0,N,N,N
200,GT,Goodyear Tire & Rubber Company,Consumer Discretionary,UNITED STATES,0.492,-0.165,10,0.9,0.3,6,2,2,0.0,0,0,N,N,N
201,ASSAB,ASSA ABLOY AB Class B,Industrials,SWEDEN,0.490833,-0.166167,6,0.6,0.3,4,2,0,0.0,0.0,0,N,N,N
202,APH,Amphenol Corporation Class A,Information Technology,UNITED STATES,0.49,-0.167,6,0.6,0.4,5,1,0,0.0,0.0,0,N,N,N
203,PCP,Precision Castparts Corp.,Industrials,UNITED STATES,0.486364,-0.170636,11,0.7,0.3,4,4,3,0.0,0,0,N,N,N
204,TXN,Texas Instruments Incorporated,Information Technology,UNITED STATES,0.486154,-0.170846,13,0.7,0.3,6,2,5,0.0,-0.0227,0,N,N,N
205,0011,"Hang Seng Bank, Limited",Financials,HONG KONG,0.485714,-0.171286,7,0.7,0.4,6,0,1,0.0,-0.0615,0,N,N,N
206,DGE,Diageo plc,Consumer Staples,UNITED KINGDOM,0.484444,-0.172556,9,0.7,0.3,6,1,2,0.0,0.0,0,N,N,N
